key,0,1,2,3,4,5,6,7,8,9,10,11
20164,"ヴィース族の耳に似た奇妙な生物。しかし、ファノヴの民は、その俗称を嫌っており、聞けば烈火のごとく怒るという",27580,430,False,False,22,0,35,0,True,False,False
20165,"軟体をなびかせ遊泳する姿から想像しがたいが、乾物として食される珍味。サベネア島の漁村では、天日干しにされる姿が風物詩である",36522,495,False,False,25,0,36,0,True,False,False
20166,"全身を隙間なく覆う棘によって、外敵から身を守る。サベネア島を訪ねたクガネ商人により、東方の栗になぞらえ名付けられた",36523,510,False,False,25,0,36,0,True,False,False
20167,"蒼茫洋に棲息するパイクイールの近縁種。海底のサンゴ礁や岩陰に好んでじっと潜み、近づく獲物を待ち伏せして喰らう肉食魚",36524,500,False,False,26,0,36,0,True,False,False
20168,"温暖な海域のサンゴ礁に潜むのを好み、微生物を餌にして暮らしている。尾までを覆う上下のヒレが大きいほど、群れのなかで序列が高いとされる",36525,527,False,False,26,0,36,0,True,False,False
20169,"体内の発電器官で、獲物を感電させて捕食する。微量の雷気を身体に帯びる姿を、サベネア島の言葉で霊魂が揺らぐ姿に喩えて呼ばれる",36526,495,False,False,27,0,36,0,True,False,False
20170,"灰褐色の地に、石垣状の斑紋が並ぶ姿は特徴的。その名は、サベネア島の名産である巨人石製の短剣のように鋭い牙を持つことによる",36527,500,False,False,27,0,36,0,True,False,False
20171,"分厚い殻のなかに、その名の通り玉のように大きな身を持つ牡蠣。オノコロ島周辺の漁村では、海女たちが潜水して漁にいそしむ",36548,495,False,False,10,0,37,0,True,False,False
20172,"頭部も胴体も鋭く尖り、鬼のヒゲの1本であるようだとして呼ばれる。ぎょろりとした大きな眼と鋭い歯を持ち、餌の小魚を食い荒らす",36549,495,False,False,10,0,37,0,True,False,False
20173,"黄褐色の鱗を持つブリームの一種。雑食性で海底の貝や海藻、小海老などの甲殻類を好んで食し、海底の掃除人と呼ばれることもある",36550,500,False,False,11,0,37,0,True,False,False
20174,"斑点模様の愛らしい姿をしているが、体内に毒を持ち食用には不向き。紅玉海の漁師たちの間では、集めて大物捕り用の麻痺毒に用いられる",36551,495,False,False,11,0,37,0,True,False,False
20175,"紅玉海を回遊するシビトクライのうち、海底の冷えた水温を好む種。狩りは行わず、海底に沈んだ他の生き物の死骸などを好んで食す",36552,495,False,False,12,0,37,0,True,False,False
20176,"細長い魚体で海底を這いながら泳ぎ、同じく岩礁域に棲息する小魚を主食とする。ゆったりとした動きで、体色以外は虎には似ない",36553,500,False,False,12,0,37,0,True,False,False
20177,"体内の浮袋の振動が「ほうぼう」との鳴き声に似て聞こえることから呼ばれる。大きな胸ビレと浮袋により広い深度を自在に泳ぐ",36554,510,False,False,10,0,38,0,True,False,False
20178,"紅玉海に棲息するナマコのアルビノ種。幸運が訪れる縁起物とされ、イサリ村ではクガネ商人が村の1年分の収入で買い付けた逸話が残る",36555,520,False,False,10,0,38,0,True,False,False
20179,"身が雪のように白いことから鱈の字で呼ばれる魚。季節により無二江の汽水域にも移動し、寒冷な水温を好んで泳ぐことで知られる",36556,500,False,False,11,0,38,0,True,False,False
20180,"鮮やかな青と黄色の体色の頭部に、冠のような筋が覆う。名の通り気位が高く君子めいた性格で、飼育の際は混泳に向かない",36557,520,False,False,11,0,38,0,True,False,False
20181,"鎧のごとき外皮と牙を持ち、他の生物をよせつけない。伝承では、無法な海賊からイサリ村を守り命を落とした漁師が転じた姿だとされる",36558,520,False,False,12,0,38,0,True,False,False
20182,"鮮やかな藍青色の体皮を持つ大型のサメ。外洋から回遊し、紅玉海では葦原を切って湾の奥地にまでやってくることから呼ばれる",36559,527,False,False,12,0,38,0,True,False,False
20183,"鉱物質な背の棘は、獄之蓋由来の海底の熱で鱗が硬質化したもの。仙窟の衛士の名の通り、噛み切れないほどの硬い外皮で捕食者を威嚇する",36560,510,False,False,10,0,39,0,True,False,False
20184,"東方の神話に登場する福徳円満を司る僧侶の、ふっくらとした姿を思わせる魚。紅玉海沿岸の漁村では、慶事に鍋料理でふるまわれる",36561,520,False,False,10,0,39,0,True,False,False
20185,"鍋蓋のような円形の魚体を持つ。熱水を好み海底の噴出孔に集まることから名がついたが、数百度にもなる熱水は到底蓋をできないようだ",36562,520,False,False,11,0,39,0,True,False,False
20186,"うちわ型の大きな膜状部を持つが、通常の遊泳時は身に沿って閉じられている。外敵との接触時のみ開閉し、身体を大きく見せ威嚇する",36563,527,False,False,11,0,39,0,True,False,False
20187,"西方でワフーと呼ばれる魚の仲間で、東方の海域を広く回遊する。少数で群れを作り、季節ごとに棲家を変えつつ移動していく",36564,510,False,False,12,0,39,0,True,False,False
20188,"梅や鶯に喩えられる美しい体色から、高級魚として人気がある。春の産卵期に浅瀬に現れるため、春の魚としても親しまれている",36565,510,False,False,12,0,39,0,True,False,False
20189,"サベネア島のアキャーリ周辺で名物として好まれる魚。油漬けや煮込みなどに加工され、近東からの輸出品としても知られている",36528,534,False,False,25,0,40,0,True,False,False
20190,"棲息域のサンゴ礁特有の石灰質を摂取し、赤い体色を持つ。外敵の危険を感じると自身の内臓を飛び出させ、敵の目を欺く習性がある",36529,540,False,False,25,0,40,0,True,False,False
20191,"水中のエーテル流を掴むことに鋭敏な、大きな背ビレが特徴。繁殖期には背ビレを用いてエーテルの濃い場所を探し産卵する",36530,540,False,False,26,0,40,0,True,False,False
20192,"サベネア島近海の島嶼部に分布する。東方で知られるハタの近縁種とされ、南国の美しい海を好んで棲まうことから「楽園」と呼び表される",36531,534,False,False,26,0,40,0,True,False,False
20193,"太守の名を冠す大蛇のような深海魚。ラザハンの太守一族の祖が竜を退けたという伝説になぞらえ、細長い魚体から喩えて呼ばれる",36532,534,False,False,27,0,40,0,True,False,False
20194,"南洋の美しい海を映したような体色から呼ばれる。しかし死後には黒く色が沈むため、体皮は加工品としては用いられない",36533,547,False,False,27,0,40,0,True,False,False
20195,"海中を雲のように漂うクラゲ。ラザハン太守が棲まう宮殿が「雲の使者」を意味する名で呼ばれることから、その名が付いた",36534,547,False,False,25,0,41,0,True,False,False
20196,"銀色の鱗をゆらして小刻みに泳ぐ姿は、ラザハンの酒場で踊る踊り子の衣装を思わせる。バザールでは観賞魚としての人気も高い",36537,534,False,False,25,0,41,0,True,False,False
20197,"岩や海藻の陰を好む温厚な魚。白く柔らかい魚身が様々な料理に用いられるほか、肝や卵巣などの内臓も余すことなく食される",36536,547,False,False,26,0,41,0,True,False,False
20198,"「生命力」を意味する名を持つ海水魚。50年以上を生きることもあり、サベネア島では長寿の象徴の縁起物として好まれる",36539,547,False,False,26,0,41,0,True,False,False
20199,"遠洋から回遊し、サベネア島近海では海水温から体色を合金のような深い鋼色に変える。錬金術師たちの郷で精錬される合金にちなみ呼ばれる",36538,540,False,False,27,0,41,0,True,False,False
20200,"恐ろしげな見た目に反して性格は温厚だが、襲われると豹変して獰猛になる。ヒレが高級食材として流通するため、漁師たちは命がけで挑むという",36547,560,False,False,27,0,41,0,True,False,False
20201,"サベネア島で聖人と崇められる聖仙アガマが、水辺に残した手形から生じたとされる海老。邪を祓うシンボルとして現地民に好まれる",36540,540,False,False,25,0,42,0,True,False,False
20202,"鮮やかな朱色の頭部と、縞模様の尾ビレが特徴の熱帯魚。酔っ払って鼻を赤く染めた僧侶が、幻泉に落ちて転じた姿とされる",36541,547,False,False,25,0,42,0,True,False,False
20203,"大きく湾曲した薄い魚体を、寺院の僧兵が携帯した鉈状の刀に喩えて呼ばれる。泉の底で泳ぐ姿は、水底に沈んだ刀が浮かび上がるよう",36542,540,False,False,26,0,42,0,True,False,False
20204,"群泳する姿は熟したアームラの果実が揺れるかのよう。産んだ卵を口内で保護する繁殖法を取り、果実の種を咥えるようにして過ごす",36543,547,False,False,26,0,42,0,True,False,False
20205,"細長い魚体をくねらせ、まるでジャングルの木の根が水中で蠢いているかのように擬態して泳ぐ。木の枝で燻して焼くと美味",36544,534,False,False,27,0,42,0,True,False,False
20206,"大きな目玉が並んだような複雑な模様と、暗所では玉虫色に輝くような鱗の色を持つ。数ヤルム程にも成長し、熱帯の池沼を悠然と泳ぐ",36545,554,False,False,27,0,42,0,True,False,False
20207,"海底の岩陰で小石に擬態して過ごす小さなカニ。殻も厚く可食部は少ないが、よいダシが取れるとして海賊たちの汁ものには欠かせない",36566,534,False,False,10,0,43,0,True,False,False
20208,"海老に似た細長い魚体に朱色の斑点を持ち、顔は蛙に似る。コウジン族の間では、斑点の数で漁獲量から恋までを見る占いが人気だとか",36567,540,False,False,10,0,43,0,True,False,False
20209,"顕著に高い体高の菱形の身体を持ち、深い赤色の体色を持つ。群れで泳ぐと水中に赤い瓦を並べたようだとして、漁師たちに親しまれている",36571,547,False,False,11,0,43,0,True,False,False
20210,"瑠璃洋から紅玉海にかけて広く棲息し、各地で様々な異名を持つ。魚味は淡白だが歯ごたえがあり、濃厚な風味がある魚卵も人気",36569,540,False,False,11,0,43,0,True,False,False
20211,"コウジン族たちが騎獣にするシマエイとも近縁種。白く透き通った風格ある魚体が仙人の座所であるようだとして、神聖視されてきた",36570,554,False,False,12,0,43,0,True,False,False
20212,"螺旋状に歯が渦巻いた顎を持つ。閉じきることができず露出させた下顎を円刀やノコのように振り回し、格闘した相手を捕食する",36581,560,False,False,12,0,43,0,True,False,False
20213,"タツノオトシゴに近い仲間だが、身体は凹凸がなく筒状。身体を縦にして泳ぐことで、海藻などに擬態していると考えられている",36572,540,False,False,10,0,44,0,True,False,False
20214,"主にサンゴ礁で暮らす鮮やかな体色の魚。その柄がゼッキ島に住む鬼の纏う衣のようだとして、夜叉の名で呼ばれるようになった",36575,554,False,False,10,0,44,0,True,False,False
20215,"菱形の薄い身体は、海水面に向く側が茶褐色、海底側に向く腹面は白い。同種に比べ稀に巨大な個体がみられ、その大きさは5ヤルムにもなる",36574,534,False,False,11,0,44,0,True,False,False
20216,"全身に骨質の突起が並び、腹部には吸盤状のヒレを持つ。あまり泳ぎは得意でなく、腹ビレを用いて海底の岩などにしがみついて過ごす",36577,560,False,False,11,0,44,0,True,False,False
20217,"東方に伝わる神話では、神々が国造りの際にこのサメのノコギリを借り、最初の社を作ったとされる。大工たちには縁起物として人気が高い",36576,554,False,False,12,0,44,0,True,False,False
20218,"常に獲物を狙って泳ぎ回り、身の丈ほどもある魚や頑丈な甲殻類を捕食する。美しいヒレは泳ぐほど水中のエーテルを捉えて輝くという",36579,547,False,False,12,0,44,0,True,False,False
20219,"同種の魚が持つ毒袋に、塩湖の湖底に堆積した炭酸塩鉱物を溜め込む。干物にすると乾燥剤になるため、ギラバニアでは納棺の際に用いられる",36582,540,False,False,19,0,45,0,True,False,False
20220,"大きな胸ビレは、塩分濃度の層の違いをかき分け泳ぐのに特化している。湖底の水圧を物ともしない速さは、投擲したダガーが飛ぶよう",36583,547,False,False,19,0,45,0,True,False,False
20221,"白く結晶化した塩を扁平な全身に纏い、湖底の岩に擬態する。大小の結晶は、水晶や真珠で飾った王族の扇のようだと呼ばれるほど",36584,547,False,False,20,0,45,0,True,False,False
20222,"白い魚体に黒色斑を持つ。湖底を肉食獣かのような速度で移動するが、暗い湖底で視力が鈍り、獲物を見つけること自体は得意でない",36585,534,False,False,20,0,45,0,True,False,False
20223,"塩湖の豊富なミネラル分により、大型に成長したイカ。魚身の栄養から地元のハイランダー族に好まれるが、いかんせん塩辛い",36586,534,False,False,21,0,45,0,True,False,False
20224,"張り出した頭部の両端に眼を持ち、広い視界で湖底をくまなく見渡す。狙った獲物はどこまでも追いかけ喰らい尽くす、塩湖の支配者",36587,554,False,False,21,0,45,0,True,False,False
20225,"黒白の胴の全体に空色の細かい斑点が並ぶ。眼の位置を惑わせるような大きな黒斑も持ち、実際にエーテル器官が集中していると考えられる",36568,510,False,False,11,0,39,0,True,False,False
20226,"侍の変わり兜を思わせる頭部が特徴。実際この魚の頭蓋を兜として用いようとした武人もいたが、刀相手にはあっけなく割れてしまったという",36578,520,False,False,12,0,46,0,True,False,False
20227,"砂やサンゴ礁に紛れて暮らし、稀に頭部の先端に持つ白い矢型の模様をひょこりと覗かせる。チンアナゴに比べれば「狆」に似ている",36573,527,False,False,10,0,46,0,True,False,False
20228,"歯の鋭さから「剣の輝き」との名を持つ獰猛な大型古代魚。力強い泳ぎで海面近くを素早く飛ぶように動き、魚や海鳥までをも捕らえる",36546,554,False,False,27,0,47,0,True,False,False
20229,"海底を好んで暮らす、ゆったりとした動きのサメ。深海魚にしては硬い皮膚を持つが水揚げすればさほどではなく、鎧とは名ばかりである",36580,560,False,False,12,0,43,0,True,False,False
20230,"テブケイーク島周辺のサンゴ礁等に棲息する小型の熱帯魚。雄は青と黄色の鮮やかな婚姻色を持ち、黒に近い地味な色の雌に求愛する",36535,560,False,True,25,0,47,0,True,False,False
20231,"塩湖に住むイカ類のうち、小型で墨袋が大きな種。高級インクとしてギラバニアで重宝される。塩湖のミネラルを多分に含み、舐めると塩辛い",36659,495,False,False,20,0,48,0,True,False,False
20232,"貝殻の内外は、神話で極光の女神にも喩えられる美しい輝きを放つ。螺鈿細工の素材として有名で、食器を飾れば料理もさらに美味になるほど",36661,500,False,False,10,0,49,0,True,False,False
20233,"ケンの島近辺に棲息する淡水魚。水温が下がると体内エーテルを活性化させ発熱する。常にじんわりと温かく、捌いた魚身も同様の保温性がある",38811,500,False,False,23,0,50,0,True,False,False
20234,"桜色に澄んだ殻体を持つ二枚貝。春の花の花弁を思わせる貝殻を、姿見の湖に棲息するジェナーナの涙粒になぞらえ、妖精たちに名付けられた",38813,520,False,False,22,0,51,0,True,False,False
20235,"銅が酸化した緑青の色のような、金属的なまだら模様の輝きを持つ。鱗はブロンズレイクの水質に含まれる稀少金属が含まれるとされる",38939,600,False,False,29,0,52,0,True,False,False
20236,"湖底の石と石の間を、跳ね飛ぶように泳ぐ魚。この独特の泳法は、小魚や海老などの意表をついて捕食するための技なのだという",38837,534,False,False,29,0,52,0,True,False,False
20237,"黒褐色の細長い魚体は、使い込まれた銅製品のような滑らかさ。とある槍術士が死んだ戦友の愛槍を湖に捧げたところ、命を得たとの伝承が残る",38838,534,False,False,30,0,52,0,True,False,False
20238,"「ピーコックバス」と総称される魚種のひとつで、湖の色を映したかのような緑色の大縞が特徴。ブロンズレイク刺突漁の名物魚の1匹である",38839,540,False,False,30,0,52,0,True,False,False
20239,"深緑から銅褐色へと揺らぐ体色が特徴的なトラウト。身は鮮やかな紅色で、体色が濃いほど魚味も豊かであるとして漁師たちの人気が高い",38840,547,False,False,31,0,52,0,True,False,False
20240,"大型の捕食動物でありながら生態系を乱さず、「想定外の捕食者」との学名を持つ。高い知能で周囲の環境との共栄関係を築いているとされる",38841,600,False,True,31,0,52,0,True,False,False
20241,"",0,0,False,False,0,0,0,0,False,False,False
20242,"",0,0,False,False,0,0,0,0,False,False,False
20243,"",0,0,False,False,0,0,0,0,False,False,False
20244,"",0,0,False,False,0,0,0,0,False,False,False
20245,"",0,0,False,False,0,0,0,0,False,False,False
20246,"",0,0,False,False,0,0,0,0,False,False,False
20247,"",0,0,False,False,0,0,0,0,False,False,False
20248,"",0,0,False,False,0,0,0,0,False,False,False
20249,"",0,0,False,False,0,0,0,0,False,False,False
20250,"",0,0,False,False,0,0,0,0,False,False,False
20251,"",0,0,False,False,0,0,0,0,False,False,False
20252,"",0,0,False,False,0,0,0,0,False,False,False
20253,"",0,0,False,False,0,0,0,0,False,False,False
20254,"",0,0,False,False,0,0,0,0,False,False,False
20255,"",0,0,False,False,0,0,0,0,False,False,False
20256,"",0,0,False,False,0,0,0,0,False,False,False
20257,"",0,0,False,False,0,0,0,0,False,False,False
20258,"",0,0,False,False,0,0,0,0,False,False,False
20259,"",0,0,False,False,0,0,0,0,False,False,False
20260,"",0,0,False,False,0,0,0,0,False,False,False
20261,"",0,0,False,False,0,0,0,0,False,False,False
20262,"",0,0,False,False,0,0,0,0,False,False,False
20263,"",0,0,False,False,0,0,0,0,False,False,False
20264,"",0,0,False,False,0,0,0,0,False,False,False
20265,"",0,0,False,False,0,0,0,0,False,False,False
20266,"",0,0,False,False,0,0,0,0,False,False,False
20267,"",0,0,False,False,0,0,0,0,False,False,False
20268,"",0,0,False,False,0,0,0,0,False,False,False
20269,"",0,0,False,False,0,0,0,0,False,False,False
20270,"",0,0,False,False,0,0,0,0,False,False,False
20271,"",0,0,False,False,0,0,0,0,False,False,False
20272,"",0,0,False,False,0,0,0,0,False,False,False
30000,"",17835,290,False,False,33,0,10000,0,False,False,False
30001,"",17836,290,False,False,33,0,10000,0,False,False,False
30002,"",17951,260,False,False,33,0,10000,0,False,False,False
30003,"",26744,425,False,False,33,0,10000,0,False,False,False
30004,"",26745,425,False,False,33,0,10000,0,False,False,False
30005,"",29573,290,False,False,33,0,10000,0,False,False,False
30006,"",29574,290,False,False,33,0,10000,0,False,False,False
30007,"",29578,290,False,False,33,0,10000,0,False,False,False
30008,"",29579,290,False,False,33,0,10000,0,False,False,False
30009,"",29581,290,False,False,33,0,10000,0,False,False,False
30010,"",29589,290,False,False,33,0,10000,0,False,False,False
30011,"",36611,560,False,False,33,0,10000,0,False,False,False
30012,"",36612,560,False,False,33,0,10000,0,False,False,False
